ATD,SOBT,DEPAP,ARRAP,SECTOR_INFO,DepSector,ArrSector,TimeDelay
2.02E+11,2.02E+11,ZUXC,ZGGG,"ZUUUAR25,ZUUUAR25,ZUUUAR18,ZUUUAR08,ZUUUAR08,ZUUUAR08,ZUUUAR18,ZUUUAR18,ZUUUAR18,ZUUUAR18,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR26,ZUUUAR26,ZUUUAR26,ZUUUAR26,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR04,UNKNOWNAR,ZGNNAR01,ZGNNAR07,ZGNNAR07,ZGGGAR04,ZGGGAR04,UNKNOWNAR,ZGGGAP,",43,62,1255
2.02E+11,2.02E+11,ZGHZ,ZHHH,"ZGGGAR06,ZGGGAR06,ZGGGAP,ZGGGAP,ZGGGAR05,ZGGGAR05,ZGGGAR03,ZGGGAR03,ZGGGAR03,ZGGGAR33,ZGGGAR33,ZGGGAR33,ZGHAAR03,ZGHAAR03,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZHHHAP,ZHHHAP,",52,61,855
,2.02E+11,ZSNJ,ZBYC,"ZSNJAP,ZSOFAR01,ZSOFAR04,ZSOFAR04,ZSOFAR04,ZSOFAR04,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZHCCAR03,ZHCCAR03,ZHCCAR03,ZHCCAR03,ZLXYAR11,ZLXYAR11,ZLXYAR11,ZLXYAR11,",136,164,665
2.02E+11,2.02E+11,ZBYN,ZSFZ,"ZBYNAP,ZBAAAR09,ZLXYAR11,ZLXYAR11,ZBAAAR11,ZBAAAR11,ZBAAAR11,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZHCCAR05,ZHCCAR04,ZHCCAR04,ZHCCAR04,ZHCCAR04,ZHCCAR04,ZHCCAR04,ZSOFAR04,ZSOFAR04,ZSOFAR04,ZSOFAR04,ZSOFAR01,ZSOFAR01,ZSOFAR02,ZSOFAR02,ZSOFAR02,ZSOFAR06,ZSOFAR06,ZSOFAR06,ZSOFAR06,ZSCNAR01,ZSCNAR01,ZSCNAR04,ZSCNAR04,ZSFZAP,ZSFZAP,ZSFZAP,ZSFZAP,ZSFZAP,ZSFZAP,ZSFZAP,ZSFZAP,ZSFZAP,",8,131,735
2.02E+11,2.02E+11,ZUUU,ZULS,"ZUUUAP,ZUUUAR12,ZUUUAR12,ZUUUAR12,ZUUUAR03,ZUUUAR03,ZUUUAR03,UNKNOWNAR,UNKNOWNAR,UNKNOWNAR,UNKNOWNAR,UNKNOWNAR,UNKNOWNAR,ZULSAP,",34,29,790
2.02E+11,2.02E+11,ZGGG,ZSWA,"ZGGGAP,ZGGGAR05,ZGGGAR01,ZSAMAR07,ZSAMAR07,ZSAMAR07,ZSAMAR07,ZSCNAR03,ZSCNAR03,ZSCNAR03,ZSCNAR03,ZSCNAR03,ZSCNAR01,ZSCNAR01,ZSCNAR01,ZSOFAR06,ZSHCAP,ZSOFAR02,ZSOFAP,ZSOFAP,",62,129,985
2.02E+11,,ZGHA,ZHYC,"ZGHAAP,ZGHAAR05,ZGHAAR05,ZGHAAR04,ZGHAAR04,ZHHHAR02,ZHHHAR02,ZHHHAR02,",55,64,754
2.02E+11,2.02E+11,ZUNZ,ZUXC,"UNKNOWNAR,UNKNOWNAR,UNKNOWNAR,UNKNOWNAR,UNKNOWNAR,UNKNOWNAR,ZUUUAR03,ZUUUAR03,ZUUUAR03,ZUUUAR25,ZUUUAR25,",29,43,890
2.02E+11,2.02E+11,ZHCC,ZWWW,"ZHCCAP,ZBAAAR30,ZBAAAR30,ZBAAAR30,ZBAAAR30,ZLXYAR07,ZLXYAR07,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLLLAR08,ZLLLAR08,ZLLLAR08,ZLLLAR08,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR07,ZLLLAR07,ZLLLAR07,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZWWWAR07,ZWWWAR07,ZWWWAR07,ZWWWAR07,ZWWWAR04,ZWWWAR04,ZWWWAR04,ZWWWAP,ZWWWAP,ZWWWAP,",22,157,1060
,2.02E+11,ZGOW,ZSPD,"ZGOWAP,ZGOWAP,ZGOWAP,ZSAMAR01,ZSAMAR02,ZSAMAR02,ZSAMAR02,ZSAMAR02,ZSAMAR03,ZSAMAR03,ZSAMAR03,ZSSSAR18,ZSSSAR18,ZSSSAR18,ZSSSAR02,ZSSSAR02,ZSSSAR32,ZSSSAP,ZSSSAP,",142,110,730
2.02E+11,2.02E+11,ZGDY,ZSCG,"ZGHAAR04,ZGHAAR04,ZGHAAR04,ZGHAAR04,ZHHHAR02,ZHHHAR05,ZHHHAR05,ZHHHAR05,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZSOFAR03,ZSOFAR03,ZSOFAR01,ZSOFAR01,ZSOFAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSSSAP,ZSSSAP,",70,128,960
2.02E+11,2.02E+11,ZUCK,ZSPD,"ZUCKAP,ZUUUAR19,ZUUUAR28,ZUUUAR28,ZUUUAR28,ZUUUAR28,ZUUUAR28,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR02,ZHHHAR02,ZHHHAR02,ZHHHAR05,ZHHHAR05,ZHHHAR05,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZGGGAR36,ZGGGAR36,ZGGGAR36,ZSSSAR25,ZSSSAR25,ZSSSAR23,ZSSSAR23,ZSSSAR23,ZSSSAR34,ZSSSAR34,ZSSSAR34,ZSSSAR26,ZSSSAR26,ZSSSAR26,ZSSSAR26,ZSSSAP,",33,110,780
2.02E+11,2.02E+11,ZBAD,ZUTF,"ZBAAAP,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR10,ZBAAAR10,ZBAAAR09,ZBAAAR09,ZBAAAR09,ZBAAAR09,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZUUUAR16,ZUUUAR16,ZUUUAR16,ZUUUAP,",16,34,1215
2.02E+11,2.02E+11,ZGFS,ZSPD,"ZGGGAP,ZGGGAR05,ZGGGAR01,ZGGGAR38,ZSSSAR10,ZSSSAR10,ZSSSAR10,ZSSSAR10,ZSSSAR09,ZSSSAR09,ZSSSAR09,ZSSSAR29,ZSSSAR29,ZSSSAR29,ZSSSAR18,ZSSSAR18,ZSSSAR18,ZSSSAR02,ZSSSAR02,ZSSSAR32,ZSSSAP,ZSSSAP,",62,110,560
,2.02E+11,ZBSJ,ZUDA,"ZBSJAP,ZBAAAR12,ZBAAAR33,ZBAAAR33,ZBAAAR35,ZBAAAR35,ZBAAAR35,ZBAAAR35,ZLXYAR01,ZLXYAR01,ZLXYAR01,ZLXYAR01,ZLXYAR01,ZLXYAR12,ZLXYAR12,ZLXYAR12,ZLXYAR12,ZLXYAR03,ZLXYAR03,ZUUUAR27,",11,28,835
,2.02E+11,ZSYT,ZYTX,"ZSYTAP,ZSYTAP,ZSQDAR01,ZSQDAR05,ZSQDAR05,ZSQDAR05,ZYTLAR05,ZYTLAR08,ZYTLAR08,ZYTXAR03,ZYTXAP,",97,148,1305
,2.02E+11,ZGGG,ZUTF,"ZGGGAP,ZGGGAP,ZGGGAR03,ZGGGAR03,ZGGGAR23,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,UNKNOWNAR,ZUUUAR23,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR17,ZUUUAR02,ZUUUAR02,ZUUUAP,",62,34,450
,2.02E+11,ZHHH,ZGGG,"ZHHHAP,ZGGGAR15,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR25,ZGGGAR25,ZGGGAR25,ZGGGAR20,ZGGGAR20,ZGGGAR20,ZGGGAR02,ZGGGAR02,ZGGGAP,ZGGGAP,",61,62,1260
2.02E+11,2.02E+11,ZWWW,ZBHH,"ZWWWAP,ZWWWAP,ZWWWAP,ZWWWAR08,ZWWWAR08,ZWWWAR08,ZWWWAR08,ZWWWAR08,ZWWWAR08,ZWWWAR07,ZWWWAR07,ZWWWAR01,ZWWWAR01,ZLLLAR09,ZLLLAR03,ZLLLAR03,ZLLLAR03,ZLLLAR03,ZBHHAR03,ZBHHAR03,ZBHHAR03,ZBHHAR02,ZBHHAP,",157,6,585
2.02E+11,2.02E+11,ZPPP,ZUUU,"ZPPPAP,ZPPPAR01,ZPPPAR01,ZPPPAR01,ZUUUAR17,ZUUUAR18,ZUUUAR17,ZUUUAR02,ZUUUAR02,ZUUUAP,",78,34,595
,2.02E+11,ZPPP,ZPTC,"ZPPPAP,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR06,",78,82,795
,2.02E+11,ZHHH,ZSSS,"ZHHHAP,ZHHHAR04,ZHHHAR04,ZSOFAR03,ZSOFAR03,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR26,ZSSSAR26,ZSSSAR26,ZSSSAP,ZSSSAP,",61,139,630
2.02E+11,2.02E+11,ZUGY,ZLXY,"ZUGYAP,ZUGYAR03,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR10,ZUUUAR10,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR06,ZUUUAR27,ZLXYAR03,ZLXYAR03,ZLXYAR03,ZLXYAP,",44,165,1165
,2.02E+11,ZSQD,ZGGG,"ZSQDAP,ZSQDAR06,ZSQDAR06,ZSSSAR07,ZSSSAR07,ZSSSAR05,ZSSSAR05,ZSSSAR05,ZSSSAR37,ZSSSAR37,ZSSSAR37,ZSSSAR15,ZSSSAR15,ZSSSAR15,ZSSSAR01,ZSSSAR01,ZSSSAR01,ZSSSAR31,ZSSSAR35,ZSSSAR35,ZSSSAR20,ZSSSAR20,ZSSSAR20,ZGGGAR28,ZSAMAR07,ZSAMAR07,ZGGGAR02,ZGGGAR02,ZGGGAP,ZGGGAP,",99,62,760
2.02E+11,2.02E+11,ZPPP,ZGSZ,"ZPPPAP,ZPPPAR03,ZPPPAR03,ZPPPAR03,ZPPPAR03,ZGNNAR02,ZGNNAR02,ZGNNAR02,ZGNNAR02,ZGNNAR01,ZGNNAR07,ZGNNAR07,ZGNNAR07,ZGNNAR07,ZGGGAR04,ZGGGAR04,UNKNOWNAR,ZGGGAP,ZGJDAP,ZGJDAP,ZGJDAP,ZGJDAP,",78,62,775
2.02E+11,2.02E+11,ZSNB,ZGHA,"ZSNBAP,ZSHCAP,ZSHCAP,ZSSSAR01,ZSSSAR01,ZSSSAR01,ZSSSAR01,ZSSSAR21,ZSSSAR21,ZSSSAR12,ZSSSAR12,ZSSSAR12,ZSSSAR12,ZSSSAR12,ZSSSAR11,ZSCNAR03,UNKNOWNAR,ZGHAAP,",134,55,1335
,2.02E+11,ZUCK,ZSJN,"ZUCKAP,ZUUUAR06,ZUUUAR06,ZUUUAR27,ZLXYAR05,ZLXYAR05,ZLXYAR07,ZLXYAR07,ZLXYAR11,ZLXYAR11,ZLXYAR11,ZHCCAR03,ZHCCAR05,ZHCCAR01,ZHCCAR01,ZHCCAR01,ZHCCAR01,ZHCCAR01,ZSJNAR01,ZSJNAP,",33,20,1395
2.02E+11,2.02E+11,ZGHA,ZSNT,"ZGHAAP,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZHHHAR05,ZHHHAR05,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZSOFAR03,ZSOFAR03,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSSSAR14,ZSNJAP,ZSNJAP,ZSNJAP,ZSSSAP,ZSSSAP,ZSSSAR04,ZSSSAR04,ZSSSAP,",55,109,15
2.02E+11,2.02E+11,ZSHC,ZBTJ,"ZSHCAP,ZSSSAR27,ZSSSAR27,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR06,ZSSSAR38,ZSSSAR16,ZSSSAR16,ZSSSAR16,ZSSSAR16,ZBAAAR24,ZBAAAR24,ZBAAAR24,ZBAAAR23,ZBAAAR17,ZBAAAR17,ZBAAAR17,ZBAAAR17,ZBAAAR17,ZBAAAP,ZBAAAP,",118,16,10
2.02E+11,2.02E+11,ZJSY,ZLXY,"ZJSYAP,ZJSYAR04,ZJSYAR04,ZJSYAR04,ZJSYAR04,ZJSYAR11,ZJSYAR11,ZJSYAR12,ZGNNAR03,ZGNNAR03,ZGNNAR03,ZGNNAR02,ZGNNAR02,ZGNNAR02,ZGNNAR02,ZGNNAR02,ZUUUAR23,ZUUUAR23,ZUUUAR26,ZUUUAR26,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR10,ZUUUAR10,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR01,ZLXYAR05,ZLXYAR05,ZLXYAR03,ZLXYAP,",101,165,1285
2.02E+11,2.02E+11,ZHXY,ZBHH,"ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR04,ZHCCAR02,ZHCCAR04,ZHCCAR04,ZHCCAR05,ZHCCAR05,ZHCCAR05,ZBAAAR26,ZBAAAR11,ZBAAAR11,ZBAAAR11,ZBAAAR11,ZBAAAR09,ZBAAAR09,ZBAAAR09,ZBAAAR35,ZBAAAR35,ZBHHAP,",57,6,690
2.02E+11,2.02E+11,ZYTL,ZUTF,"ZYTLAP,ZYTLAR04,ZBAAAR21,ZBAAAR22,ZBAAAR22,ZBAAAR22,ZBAAAR22,ZBAAAR19,ZBAAAR19,ZBAAAR19,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR10,ZBAAAR10,ZBAAAR09,ZBAAAR09,ZBAAAR09,ZBAAAR09,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZUUUAR16,ZUUUAR16,ZUUUAR16,ZUUUAP,",46,34,860
2.02E+11,2.02E+11,ZLXN,ZGSZ,"ZLXNAP,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR06,ZLLLAR06,ZLLLAR06,ZLLLAR06,ZUUUAR04,ZUUUAR04,ZUUUAR11,ZUUUAR11,ZUUUAR11,ZUUUAR08,ZUUUAR08,ZUUUAR08,ZUUUAR08,ZUUUAR18,ZUUUAR18,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR26,ZUUUAR26,ZUUUAR26,ZUUUAR26,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR04,UNKNOWNAR,UNKNOWNAR,ZGNNAR01,ZGNNAR07,ZGGGAR04,ZGGGAR04,UNKNOWNAR,ZGGGAP,ZGJDAP,ZGJDAP,ZGJDAP,ZGJDAP,",92,62,695
2.02E+11,2.02E+11,ZYHB,ZGOW,"ZYHBAPP,ZYHBAR02,ZYHBAR02,ZYHBAR02,ZYHBAR02,ZYTLAR09,ZYTXAR12,ZYTXAR12,ZYTXAR12,ZYTXAR12,ZYTLAR07,ZYTLAR07,ZYTLAR07,ZYTLAR03,ZSQDAR04,ZSQDAR04,ZSQDAR01,ZSQDAR01,ZSQDAR08,ZSSSAR07,ZSSSAR07,ZSSSAR07,ZSSSAR07,ZSSSAR07,ZSSSAR07,ZSSSAR05,ZSSSAR33,ZSSSAR05,ZSSSAR33,ZSSSAR08,ZSSSAR08,ZSSSAR08,ZSSSAR28,ZSSSAR18,ZSSSAR18,ZSSSAR29,ZSSSAR29,ZSSSAR29,ZSSSAR29,ZSSSAR30,ZSSSAR30,ZSSSAR30,ZSAMAR01,ZGOWAP,ZGOWAP,ZGOWAP,",144,142,1255
2.02E+11,2.02E+11,ZSSS,ZSYT,"ZSSSAP,ZSSSAR04,ZSSSAR04,ZSSSAR04,ZSSSAR04,ZSSSAR38,ZSSSAR38,ZSSSAR38,ZSSSAR38,ZSSSAR36,ZSSSAR36,ZSSSAR36,ZSSSAR36,ZSQDAR06,ZSQDAR06,ZSQDAR06,ZSQDAR06,ZSQDAR06,ZSQDAR06,ZSQDAR06,ZSQDAR06,ZSQDAR03,ZSQDAR03,ZSQDAP,ZSQDAR09,ZSQDAR09,ZSYTAP,",139,97,1270
2.02E+11,2.02E+11,ZUCK,ZGSZ,"ZUCKAP,ZUUUAR10,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR24,ZUUUAR24,ZUUUAR22,ZUUUAR21,ZUUUAR21,UNKNOWNAR,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR04,UNKNOWNAR,ZGGGAP,ZGJDAP,ZGJDAP,ZGJDAP,ZGJDAP,",33,62,650
2.02E+11,2.02E+11,ZGDY,ZPPP,"ZGHAAR04,ZGHAAR04,ZGGGAR19,ZUUUAR21,ZUUUAR21,ZUUUAR21,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZPPPAR02,ZPPPAR02,ZPPPAP,",70,78,615
2.02E+11,2.02E+11,ZGSZ,ZUCK,"ZGJDAP,ZGGGAP,ZGGGAR05,ZGGGAR05,ZGGGAR05,ZGGGAR03,ZGGGAR03,ZGGGAR03,ZGGGAR03,ZGGGAR03,ZGGGAR23,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR22,UNKNOWNAR,ZUGYAR03,ZUGYAR03,ZUGYAR01,ZUGYAR01,ZUGYAR01,ZUGYAR01,ZUUUAR07,ZUCKAP,ZUCKAP,",62,33,1395
2.02E+11,2.02E+11,ZSRZ,ZYTX,"ZSQDAP,ZSJNAR03,ZSJNAR03,ZBAAAR23,ZBAAAR23,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZYTLAR04,ZYTLAR05,ZYTLAR05,ZYTLAR05,ZYTLAR08,ZYTLAR08,ZYTXAR03,ZYTXAP,",138,148,590
2.02E+11,2.02E+11,ZGGG,ZSWX,"ZGGGAP,ZGGGAR05,ZGGGAR01,ZGGGAR38,ZGGGAR38,ZGGGAR20,ZSAMAR07,ZSCNAR03,ZSSSAR11,ZSSSAR11,ZSSSAR12,ZSSSAR12,ZSSSAR39,ZSSSAR39,ZSSSAR39,ZSSSAR39,ZSSSAR39,ZSSSAR17,ZSOFAR02,ZSOFAR02,ZSOFAR02,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSSSAP,ZSWXAP,ZSWXAP,",62,109,1275
,2.02E+11,ZLJQ,ZLIC,"ZLLLAR10,ZLLLAR09,ZLLLAR09,ZLLLAR07,ZLLLAR07,ZLLLAR07,ZLLLAR07,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR11,ZLLLAR11,ZLICAP,ZLICAP,ZLICAP,",89,83,480
2.02E+11,2.02E+11,ZGHA,ZGOW,"ZGHAAP,ZGHAAR03,ZGHAAR03,ZGHAAR03,ZGGGAR25,ZGGGAR20,ZGGGAR20,ZGGGAR20,ZGGGAR02,ZGGGAR02,ZGGGAR02,ZGGGAR05,ZGGGAR05,ZGGGAR05,ZGGGAR05,ZGGGAR06,ZGGGAR06,ZGGGAR06,ZGOWAP,",55,142,475
2.02E+11,2.02E+11,ZGSD,ZBAA,"ZGJDAP,ZGJDAP,ZGJDAP,ZGGGAP,ZGGGAP,ZGGGAR05,ZGGGAR05,ZGGGAR03,ZGGGAR03,ZGGGAR03,ZGGGAR33,ZGGGAR33,ZGGGAR33,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,UNKNOWNAR,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR21,ZGGGAR21,ZGGGAR21,ZGGGAR21,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR25,ZBAAAR25,ZBAAAR25,ZBAAAR25,ZBAAAR25,ZBAAAR13,ZBAAAR16,ZBAAAR16,ZBAAAR16,ZBAAAR16,ZBAAAR16,ZBAAAP,ZBAAAP,",62,2,880
2.02E+11,2.02E+11,ZYTL,ZGGG,"ZYTLAP,ZSQDAR03,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR07,ZSQDAR07,ZSQDAR07,ZSQDAR07,ZSQDAR07,ZSSSAR07,ZSSSAR07,ZSSSAR05,ZSSSAR05,ZSSSAR05,ZSSSAR37,ZSSSAR37,ZSSSAR37,ZSSSAR15,ZSSSAR15,ZSSSAR15,ZSSSAR01,ZSSSAR01,ZSSSAR01,ZSSSAR31,ZSSSAR35,ZSSSAR35,ZSSSAR20,ZSSSAR20,ZSSSAR20,ZGGGAR40,ZGGGAR20,ZSAMAR07,ZGGGAR02,ZGGGAR02,ZGGGAP,ZGGGAP,",46,62,1205
2.02E+11,2.02E+11,ZUMY,ZSAM,"ZUUUAP,ZUUUAR05,ZUUUAR05,ZUUUAR05,ZUUUAR05,ZUUUAR06,ZUUUAR06,ZUUUAR06,ZUUUAR06,ZUUUAR06,ZUUUAR06,ZUUUAR06,ZUUUAR06,ZUUUAR28,ZUUUAR28,ZUUUAR28,ZUUUAR28,ZUUUAR28,ZUUUAR28,ZGHAAR04,ZGHAAR04,ZGHAAR04,ZGHAAR04,ZGHAAR01,ZGHAAR01,ZGHAAR01,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZGHAAR02,UNKNOWNAR,ZSCNAR03,ZSCNAR03,ZSCNAR03,ZSCNAR03,ZSCNAR03,ZSCNAR04,ZSCNAR04,ZSCNAR04,ZSCNAR04,ZSCNAR04,ZSAMAR04,ZSAMAP,",30,132,810
2.02E+11,2.02E+11,ZSWX,ZPPP,"ZSWXAP,ZSWXAP,ZSSSAP,ZSSSAR26,ZSSSAR14,ZSSSAR34,ZSSSAR34,ZSSSAR23,ZSSSAR23,ZSSSAR23,ZSSSAR23,ZSSSAR25,ZSSSAR25,ZGGGAR36,ZGGGAR36,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR31,ZGGGAR19,ZGGGAR19,ZGGGAR37,ZGGGAR37,ZUUUAR21,ZUUUAR21,ZUUUAR21,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZPPPAR02,ZPPPAR02,ZPPPAP,",109,78,890
2.02E+11,2.02E+11,ZWWW,ZWYN,"ZWWWAP,ZWWWAP,ZWWWAR02,ZWWWAR03,ZWWWAR03,ZWWWAR03,ZWWWAR03,ZWWWAR03,ZWWWAR02,ZWWWAR02,",157,155,1410
2.02E+11,2.02E+11,ZUUU,ZSSS,"ZUUUAP,ZUUUAR05,ZUUUAR05,ZUUUAR05,ZUUUAR05,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR31,ZGGGAR31,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR36,ZGGGAR36,ZGGGAR36,ZGGGAR36,ZSSSAR25,ZSSSAR25,ZSSSAR23,ZSSSAR23,ZSSSAR23,ZSSSAR34,ZSSSAR34,ZSSSAR34,ZSSSAR26,ZSSSAR26,ZSSSAR26,ZSSSAP,ZSSSAP,",34,139,1270
2.02E+11,2.02E+11,ZUUU,ZSWX,"ZUUUAP,ZUUUAR05,ZUUUAR05,ZUUUAR05,ZUUUAR05,ZUUUAR06,ZUUUAR06,ZUUUAR06,ZUUUAR06,ZUUUAR06,ZUUUAR06,ZUUUAR06,ZUUUAR06,ZUUUAR28,ZUUUAR28,ZUUUAR28,ZUUUAR28,ZUUUAR28,ZUUUAR28,ZUUUAR28,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR02,ZHHHAR02,ZHHHAR02,ZHHHAR05,ZHHHAR05,ZHHHAR05,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZSOFAR03,ZSOFAR03,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSNJAP,ZSNJAP,ZSSSAP,ZSWXAP,ZSWXAP,",34,109,835
2.02E+11,,ZBTJ,ZSJN,"ZBAAAP,ZBAAAP,ZBAAAR18,ZBAAAR18,ZBAAAR18,ZBAAAR18,ZSJNAP,ZSJNAP,ZSJNAP,",16,20,395
2.02E+11,2.02E+11,ZGGG,ZSQZ,"ZGGGAP,ZGGGAR05,ZGGGAR01,ZSAMAR07,ZSAMAR06,ZSAMAR06,ZSAMAR06,ZSAMAR06,ZSAMAR06,ZSAMAP,ZSAMAP,ZSAMAP,",62,132,1145
,2.02E+11,ZLIC,ZGOW,"ZLICAP,ZLICAP,ZLICAP,ZLLLAR02,ZLLLAR02,ZLLLAR02,ZLLLAR02,UNKNOWNAR,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR07,ZLXYAR07,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR31,ZGGGAR31,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR36,ZGGGAR36,ZGGGAR36,ZSSSAR39,ZSSSAR39,ZSSSAR12,ZSSSAR12,ZSSSAR20,UNKNOWNAR,ZSSSAR09,ZSSSAR09,ZSSSAR09,ZSSSAR09,ZSSSAR09,ZSSSAR09,ZSSSAR10,ZSSSAR10,ZSSSAR10,ZSSSAR10,ZSAMAR01,ZGOWAP,ZGOWAP,",83,142,880
