ATD,SOBT,DEPAP,ARRAP,SECTOR_INFO,DepSector,ArrSector,TimeDelay
,2.02E+11,ZUTF,ZPMS,"ZUUUAP,ZUUUAR08,ZUUUAR08,ZUUUAR18,ZUUUAR25,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR06,",34,81,1215
,2.02E+11,ZPPP,ZSSS,"ZPPPAP,ZPPPAR02,ZPPPAR02,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR21,ZUUUAR21,ZUUUAR21,ZGGGAR37,ZGGGAR37,ZGGGAR37,ZGGGAR37,ZGGGAR31,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR36,ZGGGAR36,ZGGGAR36,ZGGGAR36,ZSSSAR25,ZSSSAR25,ZSSSAR23,ZSSSAR23,ZSSSAR23,ZSSSAR34,ZSSSAR34,ZSSSAR34,ZSSSAR26,ZSSSAR26,ZSSSAR26,ZSSSAP,ZSSSAP,",78,139,840
,2.02E+11,ZHXF,ZSNJ,"ZHHHAR01,ZHHHAR01,ZHHHAR01,ZHCCAR06,ZHCCAR06,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZSOFAR04,ZSOFAP,ZSOFAP,ZSOFAP,ZSOFAP,ZSOFAP,ZSNJAP,ZSNJAP,",26,136,1095
2.02E+11,2.02E+11,ZGSZ,ZBAA,"ZGJDAP,ZGJDAP,ZGGGAP,ZGGGAP,ZGGGAR05,ZGGGAR03,ZGGGAR03,ZGGGAR03,ZGGGAR33,ZGGGAR33,ZGGGAR33,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,ZGGGAR14,UNKNOWNAR,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR21,ZGGGAR21,ZGGGAR21,ZGGGAR21,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR27,ZBAAAR25,ZBAAAR25,ZBAAAR25,ZBAAAR25,ZBAAAR25,ZBAAAR13,ZBAAAR16,ZBAAAR16,ZBAAAR16,ZBAAAR16,ZBAAAR16,ZBAAAP,ZBAAAP,",62,2,1260
2.02E+11,2.02E+11,ZUTF,ZWSH,"ZUUUAP,ZUUUAR04,ZUUUAR04,ZLLLAR06,ZLLLAR06,ZLLLAR06,ZLLLAR06,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR07,ZLLLAR07,ZLLLAR07,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZWWWAR05,ZWWWAR06,ZWWWAR06,ZWWWAR06,ZWWWAR06,ZWWWAR09,ZWWWAR09,",34,158,415
2.02E+11,2.02E+11,ZLXY,ZGHA,"ZLXYAP,ZLXYAR02,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR02,ZHHHAR02,ZGHAAR04,ZGHAAR04,ZGHAAR05,ZGHAAR05,ZGHAAP,",165,55,1045
,2.02E+11,ZSNB,ZGYY,"ZSNBAP,ZSSSAR32,ZSSSAR02,ZSSSAR01,ZSSSAR01,ZSSSAR01,ZSSSAR01,ZSSSAR21,ZSSSAR21,ZSSSAR12,ZSSSAR39,ZSSSAR39,ZGGGAR36,ZGGGAR36,ZGGGAR27,ZGGGAR27,ZHHHAR05,ZHHHAP,ZHHHAP,ZGHAAR02,",134,55,1260
2.02E+11,2.02E+11,ZBYN,ZSPD,"ZBYNAP,ZBAAAR34,ZLXYAR11,ZLXYAR11,ZBAAAR11,ZBAAAR11,ZBAAAR11,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZBAAAR28,ZSSSAR13,ZSSSAR13,ZSSSAR13,ZSSSAR13,ZSSSAR23,ZSSSAR23,ZSSSAR34,ZSSSAR34,ZSSSAR34,ZSSSAR26,ZSSSAR26,ZSSSAR26,ZSSSAR26,ZSSSAP,",8,110,1005
2.02E+11,2.02E+11,ZGOW,ZSCN,"ZGOWAP,ZGOWAP,ZSAMAR01,ZSAMAR05,ZSAMAR05,ZSAMAR05,ZSAMAR04,ZSAMAR04,ZSAMAR04,ZSAMAR04,ZSCNAR04,ZSCNAR04,ZSCNAR04,ZSCNAR04,ZSCNAR04,ZSCNAR04,ZSCNAR01,ZSCNAR01,ZSCNAR02,ZSCNAP,ZSCNAP,",142,141,905
2.02E+11,2.02E+11,ZBHH,ZGGG,"ZBHHAP,ZBAAAR35,ZBAAAR10,ZBAAAR09,ZBAAAR09,ZBAAAR09,ZBAAAR11,ZBAAAR11,ZBAAAR11,ZBAAAR11,ZBAAAR29,ZBAAAR29,ZBAAAR29,ZBAAAR29,ZBAAAR29,ZBAAAR29,ZBAAAR29,ZBAAAR29,ZGGGAR21,ZGGGAR21,ZGGGAR31,ZGGGAR37,ZGGGAR37,ZGGGAR37,ZGGGAR12,ZGGGAR12,ZGGGAR25,ZGGGAR03,ZGGGAR03,ZGGGAP,ZGGGAP,ZGGGAP,",6,62,480
2.02E+11,2.02E+11,ZLXY,ZBHH,"ZLXYAP,ZLXYAR01,ZLXYAR01,ZLXYAR01,ZLXYAR09,ZLXYAR09,ZBAAAR08,ZBAAAR08,ZBHHAR03,ZBHHAR02,ZBHHAP,",165,6,785
2.02E+11,2.02E+11,ZLDH,ZLLL,"ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR07,ZLLLAR07,ZLLLAR07,ZLLLAR14,ZLLLAR05,ZLLLAP,",91,92,1195
2.02E+11,2.02E+11,ZUTF,ZGSZ,"ZUUUAP,ZUUUAR02,ZUUUAR08,ZUUUAR08,ZUUUAR18,ZUUUAR18,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR26,ZUUUAR26,ZUUUAR26,ZUUUAR26,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR04,UNKNOWNAR,UNKNOWNAR,ZGNNAR01,ZGGGAR04,ZGGGAR04,ZGGGAR04,UNKNOWNAR,ZGGGAP,ZGJDAP,ZGJDAP,ZGJDAP,ZGJDAP,",34,62,1230
,2.02E+11,ZSYA,ZUTF,"ZSNJAP,ZSSSAP,ZSSSAP,ZSNJAP,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSOFAR03,ZSSSAR25,ZGGGAR36,ZGGGAR36,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR31,ZGGGAR31,ZGGGAR31,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR28,ZUUUAR19,ZUUUAR06,ZUUUAR06,ZUUUAR06,ZUUUAR05,ZUUUAR05,ZUUUAR05,ZUUUAR05,ZUUUAP,",128,34,1390
,2.02E+11,ZYTL,ZBZJ,"ZYTLAP,ZYTLAR04,ZBAAAR21,ZBAAAR22,ZBAAAR22,ZBAAAR22,ZBAAAR22,ZBAAAR19,ZBAAAR19,ZBAAAR19,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR06,ZBAAAR06,ZBAAAR06,ZBAAAR06,ZBAAAR05,ZBAAAR05,ZBAAAR05,ZBAAAR05,ZBAAAR05,",46,4,760
2.02E+11,2.02E+11,ZYTX,ZLXY,"ZYTXAP,ZYTXAR12,ZYTXAR09,ZYTXAR13,ZYTXAR13,ZYTXAR13,ZYTXAR13,ZBAAAR02,ZBAAAR02,ZBAAAR02,ZBAAAR02,ZBAAAR01,ZBAAAR01,ZBAAAR01,ZBAAAR07,ZBAAAR07,ZBAAAR07,ZBAAAR07,ZBAAAR07,ZBAAAR07,ZBAAAR08,ZBAAAR08,ZBAAAR08,ZBAAAR08,ZLXYAR09,ZLXYAR09,ZLXYAR09,ZLXYAR01,ZLXYAR01,ZLXYAR01,ZLXYAR01,ZLXYAP,",148,165,685
2.02E+11,2.02E+11,ZSFZ,ZUGY,"ZSFZAP,ZSFZAP,ZSAMAR03,ZSAMAR04,ZSAMAR04,ZSCNAR04,ZSCNAR04,ZSCNAR04,ZSCNAR04,ZSCNAR04,ZSCNAR03,ZSCNAR03,ZSCNAR03,ZSCNAR03,ZSCNAR03,UNKNOWNAR,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZGHAAR02,ZGHAAR01,ZGHAAR01,ZGHAAR01,ZGHAAR01,ZGHAAR06,ZUGYAR04,ZUGYAR04,ZUGYAP,ZUGYAP,",131,44,1330
2.02E+11,2.02E+11,ZJSY,ZHCC,"ZJSYAP,ZJSYAR04,ZJSYAR04,ZJSYAR04,ZJSYAR04,ZJSYAR11,ZJSYAR11,ZJSYAR12,ZGNNAR01,ZGNNAR01,ZGNNAR01,ZGNNAR01,ZGNNAR01,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR16,ZGGGAR16,ZGGGAR16,ZHHHAR01,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAR02,ZHCCAP,",101,22,650
2.02E+11,2.02E+11,ZUTF,ZGHA,"ZUUUAP,ZUUUAR05,ZUUUAR05,ZUUUAR05,ZUUUAR05,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR28,ZGHAAR04,ZGHAAR04,ZGHAAR04,ZGHAAR04,ZGHAAR04,ZGHAAR04,ZGHAAR05,ZGHAAR05,ZGHAAP,",34,55,1140
2.02E+11,2.02E+11,ZGSZ,ZJHK,"ZGJDAP,ZGJDAP,ZGGGAR05,ZGGGAR05,ZGGGAR24,ZGGGAR24,ZGNNAR10,ZGNNAR10,ZGZJAP,ZJHKAP,ZJHKAP,",62,101,555
2.02E+11,2.02E+11,ZUCK,ZGNN,"ZUCKAP,ZUUUAR10,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR22,ZUUUAR23,ZUUUAR23,ZUUUAR23,ZUUUAR23,ZUUUAR23,ZGNNAR02,ZGNNAR02,ZGNNAR02,ZGNNAR02,ZGNNAR02,ZGNNAR02,ZGNNAP,ZGNNAP,",33,95,420
,2.02E+11,ZGNN,ZSNT,"ZGNNAP,ZGNNAP,ZGNNAR03,ZGNNAR01,ZGNNAR01,ZGGGAR22,ZGGGAR22,ZGGGAR22,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR12,ZGGGAR13,ZGGGAR13,ZGGGAR13,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR15,ZGGGAR36,ZGGGAR36,ZGGGAR36,ZGGGAR36,ZSSSAR25,ZSOFAR03,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSSSAP,ZSSSAP,ZSSSAR04,ZSSSAR04,ZSSSAP,",95,109,1035
,2.02E+11,ZBSJ,ZUGY,"ZBSJAP,ZBAAAR12,ZBAAAR33,ZBAAAR33,ZBAAAR35,ZBAAAR35,ZBAAAR09,ZBAAAR09,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR06,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR13,ZLXYAR08,ZLXYAR05,ZUUUAR01,ZUUUAR01,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR10,ZUUUAR10,ZUUUAR10,ZUUUAR07,ZUGYAR01,ZUGYAR01,ZUGYAR01,ZUGYAP,ZUGYAP,ZUGYAP,",11,44,1275
2.02E+11,2.02E+11,ZYBS,ZBAD,"ZYTLAR09,ZYTLAR09,ZYTLAR09,ZYTLAR09,ZYTXAR12,ZYTXAR12,ZYTXAR12,ZYTXAR12,ZYTXAR12,ZYTXAR12,ZYTXAR12,ZYTXAR12,ZYTXAR12,ZYTXAR09,ZBAAAR04,ZBAAAR04,ZBAAAR04,ZBAAAR04,ZBAAAP,",49,16,590
2.02E+11,2.02E+11,ZUCK,ZSSS,"ZUCKAP,ZUUUAR19,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR31,ZGGGAR31,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR27,ZGGGAR36,ZGGGAR36,ZGGGAR36,ZGGGAR36,ZSSSAR25,ZSSSAR25,ZSSSAR23,ZSSSAR23,ZSSSAR23,ZSSSAR34,ZSSSAR34,ZSSSAR34,ZSSSAR26,ZSSSAR26,ZSSSAR26,ZSSSAP,ZSSSAP,",33,139,390
2.02E+11,2.02E+11,ZLXY,ZWSH,"ZLXYAP,ZLXYAR04,ZLXYAR04,ZLXYAR13,ZLXYAR13,ZLLLAR08,ZLLLAR08,ZLLLAR08,ZLLLAR08,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR07,ZLLLAR07,ZLLLAR07,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZWWWAR05,ZWWWAR06,ZWWWAR06,ZWWWAR06,ZWWWAR06,ZWWWAR09,ZWWWAR09,",165,158,665
2.02E+11,2.02E+11,ZPPP,ZSJN,"ZPPPAP,ZPPPAR01,ZPPPAR01,ZPPPAR01,ZUUUAR18,ZUUUAR18,ZUUUAR18,ZUUUAR08,ZUUUAR08,ZUUUAR08,ZUUUAR11,ZUUUAR15,ZUUUAR15,ZUUUAR15,ZUUUAR15,ZUUUAR15,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZLXYAR05,ZLXYAR07,ZLXYAR07,ZLXYAR07,ZLXYAR11,ZLXYAR11,ZLXYAR11,ZBAAAR30,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR26,ZBAAAR23,ZSJNAP,",78,20,910
2.02E+11,2.02E+11,ZGSD,ZSPD,"ZGJDAP,ZGJDAP,ZGJDAP,ZGJDAP,ZGGGAP,ZGGGAR05,ZGGGAR05,ZGGGAR01,ZGGGAR38,ZSSSAR10,ZSSSAR10,ZSSSAR10,ZSSSAR10,ZSSSAR09,ZSSSAR09,ZSSSAR09,ZSSSAR29,ZSSSAR29,ZSSSAR29,ZSSSAR18,ZSSSAR18,ZSSSAR18,ZSSSAR02,ZSSSAR02,ZSSSAR32,ZSSSAP,ZSSSAP,",62,110,605
2.02E+11,2.02E+11,ZHYC,ZSLQ,"ZHHHAR02,ZHHHAR02,ZHHHAR02,ZHHHAR02,ZHHHAR05,ZHHHAR05,ZHHHAR05,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZSCNAR02,ZSCNAR01,ZSCNAR01,ZSCNAR04,ZSCNAR05,ZSCNAR05,ZSSSAR19,ZSWZAP,ZSSSAR08,ZSWZAP,",64,130,570
,2.02E+11,ZSPD,ZSFY,"ZSSSAP,ZSSSAR04,ZSSSAR04,ZSSSAR04,ZSSSAR34,ZSSSAR34,ZSSSAR34,ZSSSAR34,ZSSSAR23,ZSSSAR23,ZSSSAR13,ZSOFAR04,ZSOFAP,ZSOFAR04,ZHCCAR02,ZHCCAR02,",110,117,960
2.02E+11,2.02E+11,ZPMS,ZPPP,"ZPPPAR06,ZPPPAR06,ZPPPAR06,ZPPPAR05,ZPPPAP,ZPPPAP,",81,78,420
2.02E+11,2.02E+11,ZUCK,ZSNJ,"ZUCKAP,ZUUUAR19,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZUUUAR13,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR31,ZGGGAR31,ZHHHAR05,ZHHHAR05,ZHHHAR05,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZSOFAR03,ZSOFAP,ZSOFAP,ZSOFAP,ZSOFAP,ZSNJAP,ZSNJAP,",33,136,430
2.02E+11,2.02E+11,ZSPD,ZJSY,"ZSSSAP,ZSSSAR15,ZSSSAR15,ZSSSAR15,ZSSSAR01,ZSSSAR01,ZSSSAR01,ZSSSAR31,ZSSSAR35,ZSSSAR35,ZSSSAR20,ZSSSAR20,ZSSSAR20,ZGGGAR40,ZGGGAR35,ZGGGAR35,ZGGGAR34,ZGGGAR34,ZGGGAR29,ZGGGAR29,ZGGGAR29,ZGGGAR29,ZGGGAR29,ZGGGAR29,ZGGGAR24,ZGGGAR24,ZJSYAR11,ZJSYAR11,ZJSYAR11,ZJSYAR04,ZJSYAR04,ZJSYAR04,ZJSYAR04,ZJSYAP,ZJSYAP,",110,101,1280
,2.02E+11,ZBHH,ZLIC,"ZBHHAP,ZBHHAR02,ZBHHAR03,ZBHHAR03,ZBHHAR03,ZBHHAR03,ZBHHAR03,ZBHHAR03,ZLLLAR02,ZLLLAR02,ZLLLAR02,ZLLLAR02,ZLICAP,ZLICAP,ZLICAP,ZLICAP,",6,83,655
2.02E+11,2.02E+11,ZUTF,ZSWX,"ZUUUAP,ZUUUAR05,ZUUUAR05,ZUUUAR05,ZUUUAR05,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR20,ZUUUAR13,ZUUUAR13,ZUUUAR28,ZUUUAR28,ZUUUAR28,ZUUUAR28,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR03,ZHHHAR02,ZHHHAR02,ZHHHAR02,ZHHHAR05,ZHHHAR05,ZHHHAR05,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZHHHAR04,ZSOFAR03,ZSOFAR03,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSNJAP,ZSSSAP,ZSSSAP,ZSWXAP,",34,109,515
2.02E+11,2.02E+11,ZSHC,ZYTX,"ZSHCAP,ZSHCAP,ZSHCAP,ZSSSAP,ZSSSAP,ZSSSAP,ZSSSAR37,ZSSSAR05,ZSSSAR05,ZSSSAR05,ZSSSAR07,ZSSSAR07,ZSQDAR07,ZSQDAR07,ZSQDAR07,ZSQDAR07,ZSQDAR07,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZYTLAR01,ZYTLAR02,ZYTLAR05,ZYTLAR05,ZYTLAR08,ZYTLAR08,ZYTXAR03,ZYTXAP,",118,148,1145
2.02E+11,2.02E+11,ZBYN,ZUUU,"ZBYNAP,ZBYNAP,ZBYNAP,ZBAAAR35,ZBAAAR35,ZLXYAR06,ZLXYAR06,ZLXYAR01,ZLXYAR01,ZLXYAR01,ZLXYAR12,ZLXYAR12,ZLXYAR12,ZLXYAR12,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZLXYAR08,ZUUUAR16,ZUUUAR16,ZUUUAR16,ZUUUAR16,ZUUUAP,",8,34,1260
2.02E+11,2.02E+11,ZUTF,ZWWW,"ZUUUAP,ZUUUAR04,ZUUUAR04,ZLLLAR06,ZLLLAR06,ZLLLAR06,ZLLLAR06,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR07,ZLLLAR07,ZLLLAR07,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZWWWAR07,ZWWWAR07,ZWWWAR07,ZWWWAR07,ZWWWAR04,ZWWWAR04,ZWWWAR04,ZWWWAP,ZWWWAP,ZWWWAP,",34,157,1100
2.02E+11,2.02E+11,ZUGY,ZBAD,"ZUGYAP,ZUUUAR21,ZUUUAR21,ZUUUAR21,ZGGGAR37,ZGGGAR37,ZGGGAR37,ZGGGAR37,ZGGGAR17,ZGGGAR17,ZGGGAR17,ZGGGAR17,UNKNOWNAR,ZLXYAR07,ZLXYAR07,ZLXYAR11,ZLXYAR11,ZLXYAR11,ZLXYAR11,ZBAAAR09,ZBAAAR09,ZBAAAR09,ZBAAAR10,ZBAAAR33,ZBAAAR33,ZBAAAR33,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAP,ZBAAAP,",44,16,1190
2.02E+11,2.02E+11,ZUTF,ZJSY,"ZUUUAP,ZUUUAR02,ZUUUAR02,ZUUUAR02,ZUUUAR18,ZUUUAR18,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR24,ZUUUAR26,ZUUUAR26,ZUUUAR26,ZUUUAR26,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR05,ZGNNAR06,ZGNNAR06,ZGNNAR06,ZJSYAR12,ZJSYAR12,ZJSYAR04,ZJSYAR04,ZJSYAR04,ZJSYAR04,ZJSYAR04,ZJSYAR04,ZJSYAP,",34,101,940
2.02E+11,2.02E+11,ZSPD,ZYTX,"ZSSSAP,ZSSSAR07,ZSSSAR07,ZSQDAR07,ZSQDAR07,ZSQDAR07,ZSQDAR07,ZSQDAR07,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZSQDAR02,ZYTLAR01,ZYTLAR05,ZYTLAR05,ZYTLAR05,ZYTLAR08,ZYTLAR08,ZYTXAR03,ZYTXAP,",110,148,475
,2.02E+11,ZSOF,ZGGG,"ZSOFAP,ZSOFAP,ZSOFAR02,ZSOFAR02,ZSOFAR06,ZSOFAR06,ZSOFAR06,ZSOFAR06,ZSCNAR01,ZSCNAR01,ZSSSAR35,ZSSSAR20,ZSSSAR20,ZSSSAR20,ZGGGAR28,ZSAMAR07,ZSAMAR07,ZGGGAR02,ZGGGAR02,ZGGGAP,ZGGGAP,",125,62,800
2.02E+11,2.02E+11,ZHLY,ZBAD,"ZHCCAR03,ZHCCAR03,ZHCCAR03,ZHCCAR03,ZHCCAR05,ZHCCAR01,ZHCCAR01,ZHCCAR01,ZBAAAR14,ZBAAAR14,ZBAAAR14,ZBAAAR12,ZBAAAR12,ZBAAAR12,ZBAAAP,ZBAAAP,",25,16,1020
2.02E+11,2.02E+11,ZSQZ,ZSPD,"ZSAMAP,ZSAMAR02,ZSAMAR02,ZSAMAR03,ZSSSAR29,ZSSSAR29,ZSSSAR18,ZSSSAR18,ZSSSAR18,ZSSSAR02,ZSSSAR02,ZSSSAR32,ZSSSAR32,ZSSSAP,",132,110,1300
2.02E+11,2.02E+11,ZSSR,ZSJN,"ZSCNAR04,ZSCNAR04,ZSCNAR01,ZSCNAR01,ZSOFAR06,ZSOFAR06,ZSOFAR06,ZSOFAR06,ZSOFAR02,ZSOFAR02,ZSOFAR02,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSOFAR01,ZSOFAR05,ZSOFAR05,ZSOFAR05,ZSOFAR05,ZSOFAR05,ZSOFAR05,ZSJNAR02,ZSJNAR02,ZSJNAR02,ZSJNAR02,ZSJNAP,",137,20,1005
,2.02E+11,ZUTF,ZWYN,"ZUUUAP,ZUUUAR04,ZUUUAR04,ZLLLAR06,ZLLLAR06,ZLLLAR06,ZLLLAR06,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR15,ZLLLAR07,ZLLLAR07,ZLLLAR07,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZWWWAR07,ZWWWAR07,ZWWWAR04,ZWWWAR04,ZWWWAR04,ZWWWAR02,ZWWWAR02,ZWWWAR02,ZWWWAR02,ZWWWAR02,ZWWWAR02,ZWWWAR02,ZWWWAR02,ZWWWAR02,",34,155,500
2.02E+11,2.02E+11,ZSQZ,ZSZS,"ZSAMAP,ZSAMAR02,ZSAMAR02,ZSAMAR03,ZSAMAR03,ZSAMAR03,ZSSSAR18,ZSSSAR18,ZSSSAR18,ZSSSAR02,ZSSSAR02,ZSHCAP,ZSNBAP,ZSNBAP,ZSNBAP,ZSNBAP,",132,112,570
,2.02E+11,ZBAD,ZSHC,"ZBAAAP,ZBAAAP,ZBAAAR18,ZBAAAR18,ZBAAAR18,ZBAAAR18,ZSJNAR04,ZSJNAR04,ZSJNAR04,ZBAAAR24,ZBAAAR24,ZBAAAR24,ZSSSAR16,ZSSSAR16,ZSSSAR16,ZSSSAR16,ZSSSAR38,ZSSSAR38,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR14,ZSSSAR27,ZSHCAP,ZSHCAP,",16,118,655
2.02E+11,2.02E+11,ZSFZ,ZPPP,"ZSFZAP,ZSFZAP,ZSAMAR02,ZSAMAR02,ZSSSAR30,ZSSSAR30,ZSSSAR30,ZSSSAR40,ZSSSAR40,ZSSSAR40,ZSSSAR40,ZSSSAR40,ZGGGAR01,ZGGGAR01,ZGGGAR34,ZGGGAR34,ZGGGAR03,ZGGGAR03,ZGGGAR03,ZGGGAR23,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,ZGGGAR11,UNKNOWNAR,ZUUUAR23,ZUUUAR23,ZUUUAR23,ZUUUAR23,ZUUUAR23,ZUUUAR23,ZPPPAR02,ZPPPAR02,ZPPPAP,",131,78,1025
,2.02E+11,ZGGG,ZSYW,"ZGGGAP,ZGGGAR05,ZGGGAR01,ZGGGAR38,ZSSSAR10,ZSSSAR10,ZSSSAR10,ZSSSAR10,ZSSSAR09,ZSSSAR09,ZSSSAR09,ZSSSAR29,ZSSSAR29,ZSSSAR29,ZSSSAR19,ZSSSAR19,ZSHCAP,ZSHCAP,",62,106,495
,2.02E+11,ZWWW,ZLXN,"ZWWWAP,ZWWWAP,ZWWWAR04,ZWWWAR04,ZWWWAR07,ZWWWAR01,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR12,ZLLLAR07,ZLLLAR07,ZLLLAR07,ZLLLAR14,ZLXNAP,",157,92,475
2.02E+11,2.02E+11,ZYBA,ZBAD,"ZYHBAR03,ZYHBAR03,ZYHBAR03,ZYHBAR03,ZYTXAR06,ZYTXAR04,ZYTXAR07,ZBAAAR04,ZBAAAR04,ZBAAAR04,ZBAAAP,",74,16,655
